order_id,customer_id,product_id,order_date,quantity,unit_price,discount_percent,sales_rep_id,order_status,total_amount,order_month,profit_margin,customer_segment,region,category,brand,revenue,gross_profit,order_quarter,order_year
ORD000149,CUST295,PROD55,2025-09-07,1,166.36,0.08,REP16,Cancelled,153.05120000000002,2025-09,66.54400000000001,Standard,Europe,Electronics,BrandD,153.05120000000002,71.80120000000002,3,2025
ORD000150,CUST141,PROD69,2025-03-09,4,416.17,0.2,REP5,Delivered,1331.744,2025-03,166.46800000000002,Standard,Europe,Books,BrandB,1331.744,632.7439999999999,1,2025
ORD000151,CUST15,PROD76,2025-06-06,7,28.13,0.06,REP20,Shipped,185.0954,2025-06,11.252,Basic,Europe,Electronics,BrandA,185.0954,-44.854600000000005,2,2025
ORD000152,CUST106,PROD24,2025-04-30,2,302.17,0.17,REP17,Pending,501.6022,2025-04,120.868,Standard,Europe,Electronics,BrandC,501.6022,156.66219999999998,2,2025
ORD000153,CUST271,PROD48,2025-01-22,3,122.7,0.14,REP13,Shipped,316.56600000000003,2025-01,49.080000000000005,Standard,North America,Sports,BrandD,316.56600000000003,94.32600000000002,1,2025
ORD000154,CUST81,PROD47,2025-04-20,1,69.08,0.29,REP15,Cancelled,49.0468,2025-04,27.632,Basic,Europe,Home,BrandC,49.0468,-3.053200000000004,2,2025
ORD000155,CUST191,PROD78,2024-11-24,5,47.71,0.18,REP10,Delivered,195.611,2024-11,19.084,Premium,Europe,Sports,BrandB,195.611,-30.489000000000004,4,2024
ORD000156,CUST254,PROD59,2025-05-10,1,351.18,0.1,REP7,Cancelled,316.062,2025-05,140.472,Basic,Europe,Books,BrandE,316.062,190.882,2,2025
ORD000157,CUST5,PROD26,2025-06-10,8,176.54,0.03,REP20,Delivered,1369.9504,2025-06,70.616,Standard,Europe,Books,BrandB,1369.9504,22.830400000000054,2,2025
ORD000158,CUST189,PROD20,2024-10-03,1,365.14,0.05,REP16,Shipped,346.883,2024-10,146.056,Basic,Europe,Sports,BrandE,346.883,265.303,4,2024
ORD000159,CUST113,PROD4,2025-02-13,1,42.02,0.07,REP5,Delivered,39.0786,2025-02,16.808000000000003,Premium,North America,Home,BrandE,39.0786,-14.6614,1,2025
ORD000160,CUST82,PROD68,2025-02-20,2,164.49,0.08,REP17,Shipped,302.6616,2025-02,65.796,Standard,Europe,Home,BrandE,302.6616,132.00160000000002,1,2025
ORD000161,CUST194,PROD74,2025-04-01,2,274.35,0.26,REP15,Cancelled,406.038,2025-04,109.74,Premium,North America,Electronics,BrandD,406.038,350.338,2,2025
ORD000162,CUST51,PROD66,2024-11-20,6,397.45,0.17,REP10,Cancelled,1979.3009999999997,2024-11,158.98000000000002,Basic,North America,Clothing,BrandD,1979.3009999999997,1748.4209999999998,4,2024
ORD000163,CUST82,PROD48,2025-04-19,7,166.19,0.16,REP18,Delivered,977.1972,2025-04,66.476,Standard,Europe,Sports,BrandD,977.1972,458.6372,2,2025
ORD000164,CUST217,PROD60,2024-11-15,5,316.69,0.03,REP1,Delivered,1535.9465,2024-11,126.676,Standard,North America,Home,BrandD,1535.9465,967.9965,4,2024
ORD000165,CUST6,PROD89,2025-03-03,1,444.13,0.26,REP5,Pending,328.6562,2025-03,177.65200000000002,Standard,Europe,Home,BrandA,328.6562,201.1162,1,2025
ORD000166,CUST136,PROD27,2024-09-28,1,311.77,0.22,REP13,Delivered,243.1806,2024-09,124.708,Basic,Europe,Books,BrandA,243.1806,70.72059999999999,3,2024
ORD000167,CUST249,PROD34,2024-11-23,3,124.15,0.02,REP14,Pending,365.001,2024-11,49.66,Basic,North America,Sports,BrandE,365.001,-55.959,4,2024
ORD000168,CUST72,PROD97,2024-10-14,2,21.96,0.21,REP18,Shipped,34.6968,2024-10,8.784,Basic,Europe,Sports,BrandB,34.6968,-304.2032,4,2024
ORD000169,CUST206,PROD21,2025-04-14,5,436.35,0.16,REP9,Pending,1832.67,2025-04,174.54000000000002,Basic,Europe,Sports,BrandD,1832.67,1268.1200000000001,2,2025
ORD000170,CUST285,PROD45,2025-01-01,6,20.42,0.02,REP10,Shipped,120.0696,2025-01,8.168000000000001,Standard,North America,Sports,BrandA,120.0696,-103.85040000000002,1,2025
ORD000171,CUST288,PROD29,2025-02-21,7,438.6,0.14,REP5,Pending,2640.3720000000003,2025-02,175.44000000000003,Standard,Europe,Sports,BrandC,2640.3720000000003,2005.8220000000001,1,2025
ORD000172,CUST168,PROD1,2025-07-05,4,269.18,0.15,REP2,Delivered,915.212,2025-07,107.672,Basic,North America,Clothing,BrandD,915.212,809.092,3,2025
ORD000173,CUST31,PROD48,2024-11-17,7,470.14,0.05,REP12,Cancelled,3126.431,2024-11,188.056,Basic,North America,Sports,BrandD,3126.431,2607.871,4,2024
ORD000174,CUST159,PROD34,2025-04-02,8,401.4,0.28,REP18,Cancelled,2312.064,2025-04,160.56,Basic,Europe,Sports,BrandE,2312.064,1189.504,2,2025
ORD000175,CUST19,PROD95,2024-11-15,1,498.99,0.25,REP15,Delivered,374.2425,2024-11,199.596,Basic,Europe,Electronics,BrandE,374.2425,206.20250000000001,4,2024
ORD000176,CUST154,PROD18,2024-10-28,6,181.85,0.2,REP14,Cancelled,872.88,2024-10,72.74,Basic,Europe,Home,BrandE,872.88,-182.39999999999998,4,2024
ORD000177,CUST64,PROD27,2024-11-09,8,385.92,0.14,REP13,Cancelled,2655.1296,2024-11,154.36800000000002,Premium,North America,Books,BrandA,2655.1296,1275.4496000000001,4,2024
ORD000178,CUST292,PROD46,2024-10-09,5,206.95,0.12,REP17,Pending,910.58,2024-10,82.78,Basic,North America,Clothing,BrandC,910.58,16.980000000000018,4,2024
ORD000179,CUST85,PROD44,2025-01-08,4,245.14,0.2,REP15,Delivered,784.448,2025-01,98.056,Premium,North America,Sports,BrandA,784.448,749.528,1,2025
ORD000180,CUST56,PROD44,2025-06-16,2,317.48,0.16,REP13,Delivered,533.3664,2025-06,126.99200000000002,Premium,Europe,Sports,BrandA,533.3664,515.9064,2,2025
ORD000181,CUST252,PROD90,2025-06-01,6,438.1,0.02,REP17,Shipped,2576.028,2025-06,175.24,Premium,Europe,Home,BrandA,2576.028,1740.3479999999997,2,2025
ORD000182,CUST214,PROD65,2025-07-05,6,492.2,0.15,REP9,Pending,2510.22,2025-07,196.88,Premium,North America,Clothing,BrandE,2510.22,1658.6999999999998,3,2025
ORD000183,CUST160,PROD18,2025-08-07,1,386.45,0.24,REP2,Pending,293.702,2025-08,154.58,Premium,Europe,Home,BrandE,293.702,117.822,3,2025
ORD000184,CUST131,PROD25,2025-08-01,9,214.71,0.14,REP8,Delivered,1661.8554,2025-08,85.88400000000001,Premium,North America,Home,BrandE,1661.8554,428.8553999999999,3,2025
ORD000185,CUST86,PROD93,2024-10-28,6,216.46,0.02,REP7,Shipped,1272.7848,2024-10,86.584,Premium,North America,Clothing,BrandE,1272.7848,396.36479999999995,4,2024
ORD000186,CUST154,PROD74,2025-01-16,3,371.42,0.24,REP17,Cancelled,846.8376,2025-01,148.568,Basic,Europe,Electronics,BrandD,846.8376,763.2875999999999,1,2025
ORD000187,CUST42,PROD32,2025-04-27,4,127.0,0.06,REP8,Pending,477.52,2025-04,50.8,Premium,North America,Books,BrandE,477.52,-67.92000000000007,2,2025
ORD000188,CUST209,PROD55,2025-02-05,4,64.13,0.08,REP17,Delivered,235.9984,2025-02,25.652,Standard,Europe,Electronics,BrandD,235.9984,-89.0016,1,2025
ORD000189,CUST210,PROD1,2024-12-06,3,183.76,0.05,REP3,Cancelled,523.7159999999999,2024-12,73.504,Standard,Europe,Clothing,BrandD,523.7159999999999,444.12599999999986,4,2024
ORD000190,CUST50,PROD45,2024-12-01,3,150.75,0.1,REP9,Delivered,407.025,2024-12,60.3,Basic,Europe,Sports,BrandA,407.025,295.06499999999994,4,2024
ORD000191,CUST12,PROD69,2025-05-30,3,155.19,0.23,REP3,Pending,358.4889,2025-05,62.076,Premium,North America,Books,BrandB,358.4889,-165.7611,2,2025
ORD000192,CUST33,PROD5,2025-07-02,4,124.47,0.16,REP12,Shipped,418.2192,2025-07,49.788,Premium,North America,Electronics,BrandE,418.2192,-3.5008000000000266,3,2025
ORD000193,CUST269,PROD63,2025-09-15,7,30.63,0.06,REP18,Shipped,201.54539999999997,2025-09,12.252,Basic,Europe,Home,BrandE,201.54539999999997,-571.8146,3,2025
ORD000194,CUST183,PROD77,2025-01-17,4,18.76,0.26,REP17,Cancelled,55.5296,2025-01,7.504000000000001,Premium,Europe,Books,BrandA,55.5296,-504.27039999999994,1,2025
ORD000195,CUST247,PROD88,2024-10-14,9,493.98,0.26,REP14,Delivered,3289.9067999999997,2024-10,197.592,Basic,Europe,Clothing,BrandA,3289.9067999999997,2260.9367999999995,4,2024
ORD000196,CUST156,PROD12,2025-06-07,1,219.61,0.26,REP18,Cancelled,162.5114,2025-06,87.84400000000001,Standard,Europe,Home,BrandA,162.5114,-20.67859999999999,2,2025
ORD000197,CUST175,PROD35,2024-09-19,8,198.32,0.07,REP17,Pending,1475.5007999999998,2024-09,79.328,Basic,Europe,Clothing,BrandB,1475.5007999999998,1077.3407999999997,3,2024
ORD000198,CUST298,PROD5,2025-05-24,7,343.03,0.14,REP1,Pending,2065.0406,2025-05,137.212,Standard,Europe,Electronics,BrandE,2065.0406,1327.0305999999998,2,2025
ORD000199,CUST210,PROD85,2024-12-31,2,116.94,0.3,REP2,Cancelled,163.71599999999998,2024-12,46.776,Standard,Europe,Books,BrandD,163.71599999999998,-155.46400000000003,4,2024
ORD000200,CUST188,PROD22,2025-05-15,8,475.48,0.23,REP10,Delivered,2928.9568000000004,2025-05,190.192,Standard,North America,Electronics,BrandB,2928.9568000000004,2104.0768000000003,2,2025
ORD000201,CUST3,PROD97,2024-10-25,1,395.31,0.01,REP19,Pending,391.3569,2024-10,158.12400000000002,Premium,Europe,Sports,BrandB,391.3569,221.9069,4,2024
ORD000202,CUST246,PROD39,2025-01-14,9,53.81,0.02,REP20,Pending,474.6042,2025-01,21.524,Premium,Europe,Clothing,BrandB,474.6042,-831.7458000000001,1,2025
ORD000203,CUST113,PROD73,2024-12-12,9,214.61,0.14,REP2,Delivered,1661.0814000000005,2024-12,85.84400000000001,Premium,North America,Clothing,BrandD,1661.0814000000005,553.1814000000006,4,2024
ORD000204,CUST252,PROD4,2025-03-08,2,440.77,0.27,REP3,Cancelled,643.5242,2025-03,176.308,Premium,Europe,Home,BrandE,643.5242,536.0441999999999,1,2025
ORD000205,CUST47,PROD86,2025-07-13,7,472.92,0.16,REP13,Cancelled,2780.7696,2025-07,189.168,Standard,Europe,Electronics,BrandE,2780.7696,2651.5496000000003,3,2025
ORD000206,CUST138,PROD64,2025-08-22,3,239.03,0.15,REP14,Delivered,609.5265,2025-08,95.612,Premium,Europe,Electronics,BrandA,609.5265,187.12650000000002,3,2025
ORD000207,CUST253,PROD61,2025-07-28,7,310.57,0.03,REP5,Shipped,2108.7702999999997,2025-07,124.228,Standard,Europe,Clothing,BrandA,2108.7702999999997,1506.2102999999997,3,2025
ORD000208,CUST141,PROD79,2024-11-21,9,91.85,0.2,REP14,Shipped,661.32,2024-11,36.74,Standard,Europe,Electronics,BrandB,661.32,-71.36999999999989,4,2024
ORD000209,CUST205,PROD85,2025-07-19,4,495.67,0.25,REP11,Delivered,1487.01,2025-07,198.26800000000003,Basic,Europe,Books,BrandD,1487.01,848.65,3,2025
ORD000210,CUST71,PROD10,2024-09-22,1,123.52,0.11,REP8,Pending,109.9328,2024-09,49.408,Standard,Europe,Sports,BrandB,109.9328,-48.977199999999996,3,2024
ORD000211,CUST47,PROD3,2025-08-07,2,471.94,0.23,REP1,Shipped,726.7876,2025-08,188.776,Standard,Europe,Books,BrandC,726.7876,595.9676,3,2025
ORD000212,CUST294,PROD88,2024-11-21,1,328.33,0.29,REP6,Shipped,233.1143,2024-11,131.332,Premium,Europe,Clothing,BrandA,233.1143,118.78429999999999,4,2024
ORD000213,CUST224,PROD36,2024-10-08,5,307.79,0.06,REP14,Delivered,1446.613,2024-10,123.116,Premium,North America,Clothing,BrandB,1446.613,1307.013,4,2024
ORD000214,CUST230,PROD44,2025-09-06,5,261.22,0.16,REP12,Delivered,1097.124,2025-09,104.488,Basic,North America,Sports,BrandA,1097.124,1053.474,3,2025
ORD000215,CUST11,PROD17,2025-06-04,7,123.03,0.09,REP8,Delivered,783.7011000000001,2025-06,49.212,Basic,North America,Clothing,BrandD,783.7011000000001,-535.9389,2,2025
ORD000216,CUST84,PROD44,2024-12-08,9,96.5,0.24,REP20,Delivered,660.0600000000001,2024-12,38.6,Premium,North America,Sports,BrandA,660.0600000000001,581.49,4,2024
ORD000217,CUST47,PROD2,2024-12-31,9,118.04,0.17,REP15,Shipped,881.7588000000001,2024-12,47.21600000000001,Standard,Europe,Clothing,BrandE,881.7588000000001,329.2488000000001,4,2024
ORD000218,CUST227,PROD89,2025-05-16,3,101.35,0.19,REP1,Pending,246.2805,2025-05,40.54,Standard,Europe,Home,BrandA,246.2805,-136.33950000000002,2,2025
ORD000219,CUST258,PROD20,2025-05-17,3,392.0,0.24,REP5,Shipped,893.76,2025-05,156.8,Basic,North America,Sports,BrandE,893.76,649.02,2,2025
ORD000220,CUST265,PROD1,2025-08-17,3,181.56,0.12,REP1,Shipped,479.31840000000005,2025-08,72.62400000000001,Basic,Europe,Clothing,BrandD,479.31840000000005,399.7284000000001,3,2025
ORD000221,CUST165,PROD44,2025-06-29,4,38.34,0.27,REP15,Pending,111.9528,2025-06,15.336000000000002,Standard,North America,Sports,BrandA,111.9528,77.0328,2,2025
ORD000222,CUST133,PROD52,2024-09-21,8,484.86,0.16,REP7,Shipped,3258.2592,2024-09,193.944,Standard,Europe,Sports,BrandE,3258.2592,2270.1792,3,2024
ORD000223,CUST101,PROD82,2024-12-18,6,443.06,0.05,REP2,Cancelled,2525.442,2024-12,177.22400000000002,Basic,Europe,Clothing,BrandB,2525.442,1901.3220000000001,4,2024
ORD000224,CUST175,PROD25,2024-12-24,8,464.6,0.21,REP15,Cancelled,2936.2720000000004,2024-12,185.84000000000003,Basic,Europe,Home,BrandE,2936.2720000000004,1840.2720000000004,4,2024
ORD000225,CUST201,PROD40,2024-10-03,1,497.5,0.24,REP8,Shipped,378.1,2024-10,199.0,Premium,Europe,Books,BrandB,378.1,230.28000000000003,4,2024
ORD000226,CUST116,PROD33,2025-07-02,8,95.21,0.1,REP14,Pending,685.512,2025-07,38.084,Basic,Europe,Books,BrandA,685.512,365.9119999999999,3,2025
ORD000227,CUST177,PROD10,2024-12-01,4,204.16,0.26,REP19,Cancelled,604.3136,2024-12,81.664,Premium,Europe,Sports,BrandB,604.3136,-31.326400000000035,4,2024
ORD000228,CUST54,PROD85,2025-05-28,1,381.54,0.27,REP9,Delivered,278.5242,2025-05,152.616,Standard,Europe,Books,BrandD,278.5242,118.9342,2,2025
ORD000229,CUST265,PROD9,2025-01-31,8,351.05,0.08,REP7,Cancelled,2583.728,2025-01,140.42000000000002,Basic,Europe,Electronics,BrandD,2583.728,1251.1680000000001,1,2025
ORD000230,CUST166,PROD49,2025-08-14,4,85.41,0.3,REP8,Cancelled,239.14799999999997,2025-08,34.164,Standard,North America,Books,BrandB,239.14799999999997,136.98799999999997,3,2025
ORD000231,CUST300,PROD54,2025-03-24,6,409.76,0.04,REP1,Pending,2360.2176,2025-03,163.904,Premium,North America,Books,BrandC,2360.2176,2262.6576,1,2025
ORD000232,CUST148,PROD18,2025-06-24,8,119.98,0.06,REP20,Pending,902.2496,2025-06,47.992,Premium,North America,Home,BrandE,902.2496,-504.7904,2,2025
ORD000233,CUST91,PROD23,2025-03-28,4,119.67,0.06,REP14,Shipped,449.9591999999999,2025-03,47.868,Premium,Europe,Sports,BrandA,449.9591999999999,278.7591999999999,1,2025
ORD000234,CUST8,PROD7,2025-09-05,3,273.12,0.27,REP7,Cancelled,598.1328,2025-09,109.248,Basic,Europe,Electronics,BrandD,598.1328,374.3628,3,2025
ORD000235,CUST217,PROD42,2025-02-21,9,300.54,0.2,REP12,Pending,2163.8880000000004,2025-02,120.216,Standard,North America,Sports,BrandA,2163.8880000000004,1835.6580000000004,1,2025
ORD000236,CUST248,PROD72,2024-12-06,3,294.24,0.05,REP17,Shipped,838.584,2024-12,117.696,Premium,Europe,Clothing,BrandA,838.584,756.084,4,2024
ORD000237,CUST126,PROD48,2025-05-14,9,54.83,0.13,REP12,Delivered,429.3189,2025-05,21.932,Premium,North America,Sports,BrandD,429.3189,-237.40110000000004,2,2025
ORD000238,CUST147,PROD46,2024-11-04,2,439.96,0.18,REP9,Pending,721.5344,2024-11,175.984,Standard,North America,Clothing,BrandC,721.5344,364.0944,4,2024
ORD000239,CUST27,PROD70,2025-03-05,2,140.14,0.03,REP8,Pending,271.87159999999994,2025-03,56.056,Premium,Europe,Books,BrandB,271.87159999999994,15.611599999999953,1,2025
ORD000240,CUST60,PROD33,2025-08-31,2,73.46,0.26,REP19,Delivered,108.72079999999998,2025-08,29.384,Standard,Europe,Books,BrandA,108.72079999999998,28.820799999999977,3,2025
ORD000241,CUST49,PROD93,2025-02-07,6,445.49,0.24,REP5,Pending,2031.4344,2025-02,178.19600000000003,Standard,Europe,Clothing,BrandE,2031.4344,1155.0144,1,2025
ORD000242,CUST12,PROD88,2024-10-23,3,478.27,0.15,REP6,Pending,1219.5884999999998,2024-10,191.308,Premium,North America,Clothing,BrandA,1219.5884999999998,876.5984999999998,4,2024
ORD000243,CUST101,PROD94,2025-06-27,9,432.44,0.29,REP14,Shipped,2763.2916,2025-06,172.976,Basic,Europe,Clothing,BrandD,2763.2916,1778.2415999999998,2,2025
ORD000244,CUST280,PROD53,2025-01-23,4,406.66,0.13,REP8,Cancelled,1415.1768000000002,2025-01,162.66400000000002,Premium,Europe,Home,BrandE,1415.1768000000002,1203.8168,1,2025
ORD000245,CUST82,PROD71,2025-06-12,1,331.07,0.3,REP5,Delivered,231.74899999999997,2025-06,132.428,Standard,Europe,Electronics,BrandA,231.74899999999997,122.90899999999996,2,2025
ORD000246,CUST183,PROD100,2025-04-17,4,279.92,0.2,REP8,Cancelled,895.7440000000001,2025-04,111.96800000000002,Premium,Europe,Sports,BrandD,895.7440000000001,258.34400000000016,2,2025
ORD000247,CUST274,PROD5,2025-08-29,1,52.62,0.19,REP8,Cancelled,42.6222,2025-08,21.048,Basic,Europe,Electronics,BrandE,42.6222,-62.80780000000001,3,2025
ORD000248,CUST146,PROD28,2024-11-07,5,210.14,0.05,REP14,Shipped,998.1649999999996,2024-11,84.056,Premium,Europe,Home,BrandA,998.1649999999996,243.51499999999953,4,2024
ORD000249,CUST127,PROD32,2025-01-13,4,192.62,0.26,REP8,Pending,570.1552,2025-01,77.048,Premium,North America,Books,BrandE,570.1552,24.71519999999998,1,2025
ORD000250,CUST244,PROD99,2025-01-14,8,137.28,0.13,REP4,Pending,955.4688,2025-01,54.912000000000006,Premium,Europe,Sports,BrandD,955.4688,394.98879999999997,1,2025
ORD000251,CUST245,PROD81,2025-04-09,8,364.48,0.05,REP7,Delivered,2770.048,2025-04,145.792,Premium,Europe,Home,BrandB,2770.048,2411.3279999999995,2,2025
ORD000252,CUST95,PROD73,2025-07-25,7,252.98,0.0,REP5,Cancelled,1770.86,2025-07,101.192,Standard,Europe,Clothing,BrandD,1770.86,909.16,3,2025
ORD000253,CUST110,PROD82,2024-11-22,3,49.71,0.17,REP17,Cancelled,123.7779,2024-11,19.884,Standard,North America,Clothing,BrandB,123.7779,-188.2821,4,2024
ORD000254,CUST241,PROD53,2025-06-26,1,117.89,0.16,REP5,Pending,99.0276,2025-06,47.156000000000006,Premium,Europe,Home,BrandE,99.0276,46.1876,2,2025
ORD000255,CUST32,PROD61,2024-11-09,1,344.8,0.22,REP17,Cancelled,268.944,2024-11,137.92000000000002,Premium,Europe,Clothing,BrandA,268.944,182.86400000000003,4,2024
ORD000256,CUST89,PROD38,2024-12-12,3,47.3,0.27,REP19,Pending,103.58699999999996,2024-12,18.92,Basic,Europe,Books,BrandD,103.58699999999996,87.41699999999996,4,2024
ORD000257,CUST260,PROD20,2025-06-14,6,427.09,0.02,REP18,Cancelled,2511.2891999999997,2025-06,170.836,Basic,North America,Sports,BrandE,2511.2891999999997,2021.8091999999997,2,2025
ORD000258,CUST273,PROD88,2024-10-29,7,252.62,0.22,REP12,Cancelled,1379.3052000000002,2024-10,101.048,Premium,North America,Clothing,BrandA,1379.3052000000002,578.9952000000003,4,2024
ORD000259,CUST272,PROD27,2025-06-04,6,245.49,0.06,REP5,Pending,1384.5636,2025-06,98.196,Basic,Europe,Books,BrandA,1384.5636,349.80359999999996,2,2025
ORD000260,CUST246,PROD11,2024-12-10,6,300.28,0.26,REP4,Shipped,1333.2432,2024-12,120.112,Premium,Europe,Electronics,BrandE,1333.2432,943.1231999999999,4,2024
ORD000261,CUST217,PROD89,2025-01-29,6,414.09,0.25,REP10,Delivered,1863.405,2025-01,165.636,Standard,North America,Home,BrandA,1863.405,1098.165,1,2025
ORD000262,CUST169,PROD95,2024-10-12,3,180.43,0.16,REP16,Delivered,454.6836,2024-10,72.17200000000001,Basic,North America,Electronics,BrandE,454.6836,-49.43639999999999,4,2024
ORD000263,CUST94,PROD9,2024-10-02,6,342.23,0.21,REP18,Cancelled,1622.1702000000002,2024-10,136.89200000000002,Standard,North America,Electronics,BrandD,1622.1702000000002,622.7502000000003,4,2024
ORD000264,CUST200,PROD23,2024-10-21,8,287.21,0.09,REP7,Shipped,2090.8887999999997,2024-10,114.884,Basic,North America,Sports,BrandA,2090.8887999999997,1748.4887999999996,4,2024
ORD000265,CUST236,PROD54,2025-07-20,2,140.84,0.14,REP16,Shipped,242.2448,2025-07,56.336000000000006,Basic,Europe,Books,BrandC,242.2448,209.7248,3,2025
ORD000266,CUST206,PROD33,2024-10-20,5,440.53,0.25,REP5,Cancelled,1651.9874999999995,2024-10,176.212,Basic,Europe,Books,BrandA,1651.9874999999995,1452.2374999999995,4,2024
ORD000267,CUST50,PROD31,2025-01-05,1,400.74,0.14,REP8,Delivered,344.6364,2025-01,160.29600000000002,Basic,Europe,Sports,BrandD,344.6364,308.3664,1,2025
ORD000268,CUST267,PROD72,2024-12-13,1,332.64,0.11,REP9,Shipped,296.0496,2024-12,133.056,Basic,Europe,Clothing,BrandA,296.0496,268.5496,4,2024
ORD000269,CUST60,PROD10,2025-04-04,5,426.79,0.15,REP18,Pending,1813.8575,2025-04,170.716,Standard,Europe,Sports,BrandB,1813.8575,1019.3075000000001,2,2025
ORD000270,CUST266,PROD10,2025-07-08,3,434.97,0.25,REP14,Shipped,978.6825,2025-07,173.98800000000003,Basic,Europe,Sports,BrandB,978.6825,501.9525,3,2025
ORD000271,CUST143,PROD40,2025-05-24,4,357.1,0.1,REP2,Shipped,1285.5600000000002,2025-05,142.84,Standard,North America,Books,BrandB,1285.5600000000002,694.2800000000002,2,2025
ORD000272,CUST199,PROD74,2025-03-12,3,420.14,0.05,REP17,Delivered,1197.399,2025-03,168.056,Standard,North America,Electronics,BrandD,1197.399,1113.849,1,2025
ORD000273,CUST297,PROD12,2024-11-16,1,351.76,0.21,REP3,Shipped,277.8904,2024-11,140.704,Basic,Europe,Home,BrandA,277.8904,94.7004,4,2024
ORD000274,CUST285,PROD21,2024-12-08,1,343.27,0.25,REP16,Delivered,257.4525,2024-12,137.308,Standard,North America,Sports,BrandD,257.4525,144.5425,4,2024
ORD000275,CUST296,PROD70,2025-06-06,5,313.12,0.03,REP13,Cancelled,1518.6319999999998,2025-06,125.248,Basic,North America,Books,BrandB,1518.6319999999998,877.9819999999999,2,2025
ORD000276,CUST25,PROD70,2025-03-17,6,378.83,0.07,REP2,Pending,2113.8714,2025-03,151.532,Basic,Europe,Books,BrandB,2113.8714,1345.0914,1,2025
ORD000277,CUST60,PROD54,2025-02-02,3,87.72,0.04,REP16,Shipped,252.63359999999997,2025-02,35.088,Standard,Europe,Books,BrandC,252.63359999999997,203.85359999999997,1,2025
ORD000278,CUST5,PROD27,2024-10-27,9,441.63,0.1,REP6,Shipped,3577.203,2024-10,176.65200000000002,Standard,Europe,Books,BrandA,3577.203,2025.0629999999999,4,2024
ORD000279,CUST251,PROD99,2025-03-21,5,437.2,0.14,REP13,Pending,1879.96,2025-03,174.88,Standard,North America,Sports,BrandD,1879.96,1529.66,1,2025
ORD000280,CUST289,PROD20,2025-03-10,8,24.33,0.22,REP11,Delivered,151.8192,2025-03,9.732,Basic,North America,Sports,BrandE,151.8192,-500.82079999999996,1,2025
ORD000281,CUST208,PROD51,2025-05-18,1,414.65,0.2,REP20,Shipped,331.72,2025-05,165.86,Basic,Europe,Books,BrandE,331.72,225.47000000000003,2,2025
ORD000282,CUST297,PROD74,2025-08-15,5,73.15,0.19,REP18,Shipped,296.2575,2025-08,29.260000000000005,Basic,Europe,Electronics,BrandD,296.2575,157.0075,3,2025
ORD000283,CUST34,PROD61,2025-02-13,3,174.21,0.11,REP18,Cancelled,465.1407,2025-02,69.68400000000001,Basic,Europe,Clothing,BrandA,465.1407,206.90069999999997,1,2025
ORD000284,CUST228,PROD62,2025-01-12,1,374.32,0.25,REP12,Pending,280.74,2025-01,149.728,Premium,Europe,Sports,BrandA,280.74,192.10000000000002,1,2025
ORD000285,CUST8,PROD70,2025-07-27,4,88.77,0.14,REP18,Delivered,305.36879999999996,2025-07,35.508,Basic,Europe,Books,BrandB,305.36879999999996,-207.15120000000002,3,2025
ORD000286,CUST43,PROD76,2025-01-27,5,410.8,0.29,REP10,Shipped,1458.34,2025-01,164.32000000000002,Premium,Europe,Electronics,BrandA,1458.34,1294.09,1,2025
ORD000287,CUST235,PROD12,2025-01-26,7,417.75,0.19,REP3,Pending,2368.6425000000004,2025-01,167.10000000000002,Basic,North America,Home,BrandA,2368.6425000000004,1086.3125000000005,1,2025
ORD000288,CUST32,PROD13,2025-01-02,1,258.66,0.04,REP6,Shipped,248.3136,2025-01,103.464,Premium,Europe,Electronics,BrandA,248.3136,57.5136,1,2025
ORD000289,CUST240,PROD89,2025-01-22,3,13.13,0.2,REP13,Shipped,31.512,2025-01,5.252000000000001,Premium,North America,Home,BrandA,31.512,-351.108,1,2025
ORD000290,CUST120,PROD54,2025-06-23,2,150.65,0.1,REP11,Cancelled,271.17,2025-06,60.260000000000005,Basic,North America,Books,BrandC,271.17,238.65,2,2025
ORD000291,CUST217,PROD71,2025-05-30,9,312.29,0.21,REP8,Pending,2220.3819000000003,2025-05,124.916,Standard,North America,Electronics,BrandA,2220.3819000000003,1240.8219000000004,2,2025
ORD000292,CUST202,PROD10,2025-04-10,6,490.78,0.02,REP7,Shipped,2885.7864,2025-04,196.312,Premium,Europe,Sports,BrandB,2885.7864,1932.3264,2,2025
ORD000293,CUST1,PROD70,2025-04-08,3,319.59,0.05,REP18,Cancelled,910.8315,2025-04,127.836,Basic,Europe,Books,BrandB,910.8315,526.4415,2,2025
ORD000294,CUST196,PROD98,2025-02-22,8,137.3,0.26,REP15,Pending,812.816,2025-02,54.92000000000001,Standard,North America,Home,BrandE,812.816,16.096000000000004,1,2025
ORD000295,CUST151,PROD77,2024-11-11,8,320.66,0.07,REP4,Delivered,2385.7104,2024-11,128.264,Standard,Europe,Books,BrandA,2385.7104,1266.1104,4,2024
ORD000296,CUST82,PROD62,2025-03-28,2,274.59,0.25,REP1,Cancelled,411.885,2025-03,109.836,Standard,Europe,Sports,BrandA,411.885,234.605,1,2025
ORD000297,CUST202,PROD5,2025-04-27,6,392.12,0.08,REP19,Pending,2164.5024000000003,2025-04,156.848,Premium,Europe,Electronics,BrandE,2164.5024000000003,1531.9224000000004,2,2025
ORD000298,CUST62,PROD86,2025-06-23,7,62.42,0.19,REP10,Delivered,353.9214,2025-06,24.968000000000004,Standard,Europe,Electronics,BrandE,353.9214,224.7014,2,2025
